STORE,NAME,ADDRESS,CITY,ZIPCODE,COUNTY_NUMBER,COUNTY,CATEGORY,CATEGORY_NAME,VENDOR_NO,VENDOR,ITEM,DESCRIPTION,PACK,LITER_SIZE,STATE_BTL_COST,BTL_PRICE,BOTTLE_QTY,TOTAL
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,15.75,23.63,1,23.63
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,260,Diageo Americas,10805,Crown Royal Regal Apple,24,375,7.75,11.63,24,279.12
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.5,27.75,2,55.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,7,10.5,3,31.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.95,1,9.95
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,5.23,7.85,12,94.2
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,18,282.24
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12476,Canadian Mist Whiskey Pet,12,750,5.44,8.16,2,16.32
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12478,Canadian Mist Canadian Why Pet,6,1750,10.5,15.75,1,15.75
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15628,Jameson,6,1750,28.49,42.74,6,256.44
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012300,IRISH WHISKIES,395,Proximo,15776,Bushmills Irish Whiskey,12,750,13,19.5,2,39
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012300,IRISH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",15940,Tullamore Dew Irish Whisky,12,750,14.38,21.57,2,43.14
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,10.49,15.74,1,15.74
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19112,Jim Beam Devil's Cut,12,750,14.17,21.26,1,21.26
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19476,Maker's Mark,12,750,16.79,25.19,12,302.28
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19486,Maker's 46,6,750,22.04,33.06,1,33.06
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20286,Old Crow Traveler,12,750,4.46,6.69,12,80.28
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",21480,Benchmark Old No. 8,12,750,6.38,9.57,1,9.57
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22121,Wild Turkey 81,12,750,11.4,17.1,1,17.1
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,13.5,20.25,1,20.25
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22175,Russell's Reserve 10YR,6,750,13.24,22.49,3,67.47
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,297,Laird And Company,23823,Five Star,48,200,1.2,1.8,2,3.6
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24158,Hawkeye Blend Whiskey,6,1750,7.62,11.43,6,68.58
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24454,Kessler Blend Whiskey,24,375,3.15,4.73,2,9.46
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,300,Mccormick Distilling Company,24706,Mccormick Blend Whiskey,12,750,3.5,5.25,2,10.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,300,Mccormick Distilling Company,24728,"Mccormick Blend Whiskey, Pet",6,1750,7.67,11.51,6,69.06
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,7,10.5,4,42
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.94,1,17.94
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011300,TENNESSEE WHISKIES,260,Diageo Americas,26656,George Dickel #12,12,750,13,19.5,2,39
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,1000,17.9,26.85,12,322.2
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,4,172.16
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1042100,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,15.25,22.88,1,22.88
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1041100,AMERICAN DRY GINS,55,Sazerac North America,30056,Fleischmann's Gin,12,750,3.32,4.98,1,4.98
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,30528,Hawkeye Gin,6,1750,7.17,10.76,1,10.76
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1041150,FLAVORED GIN,370,Pernod Ricard USA/Austin Nichols,33286,Seagrams Peach Twisted Gin,12,750,6.49,9.74,2,19.48
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1041200,AMERICAN SLOE GINS,350,Luxco-Cleveland,33716,Paramount Sloe Gin,12,750,4.75,7.13,3,21.39
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,12,206.88
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34030,Absolut Citron (lemon Vodka),12,750,11.49,17.24,2,34.48
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34036,Absolut Pears,12,750,11.49,17.24,1,17.24
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34423,Grey Goose Vodka,12,375,9,13.5,2,27
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,1,27.74
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032080,IMPORTED VODKA,65,Jim Beam Brands,34579,Pinnacle Vodka,12,750,7.35,11.03,1,11.03
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032080,IMPORTED VODKA,239,"Russian Standard Vodka, USA",35109,Russian Standard Original Vodka,12,750,10,15,2,30
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032080,IMPORTED VODKA,267,"Imperial Brands, Inc.",35213,Sobieski Vodka,6,1750,10.99,16.49,3,49.47
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,55,Sazerac North America,35316,Barton Vodka,12,750,3.37,5.06,12,60.72
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,35354,Absolut Mango Vodka,12,750,11.49,17.24,1,17.24
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35626,Pinnacle Whipped,12,750,7.88,11.82,3,35.46
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,297,Laird And Company,35913,Five O'clock Vodka,48,200,1.13,1.7,6,10.2
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,297,Laird And Company,35917,Five O'clock Vodka,12,1000,4.17,6.26,4,25.04
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,3.37,5.06,12,60.72
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,55,Sazerac North America,35947,Fleischmann's Royal Vodka,12,1000,4,6,2,12
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,3.73,5.6,1,5.6
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,434,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.31,4.97,12,59.64
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.8,2.7,24,64.8
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,205,E AND J GALLO WINERY,36971,New Amsterdam Vodka,6,1750,13.32,19.98,1,19.98
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,4.29,6.44,3,19.32
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,380,Phillips Beverage Company,37356,Phillips Vodka Ez Pack,12,750,3.57,5.36,2,10.72
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,255,Wilson Daniels Ltd.,37886,Seagrams Vodka,12,750,5.38,8.07,2,16.14
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,55,Sazerac North America,37938,Skol Vodka,6,1750,7.11,10.67,1,10.67
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,260,Diageo Americas,37993,Smirnoff Vodka 80 Prf,48,200,2.75,4.13,6,24.78
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031080,80 PROOF VODKA,301,Fifth Generation Inc.,38177,Titos Handmade Vodka,12,1000,11.92,17.88,3,53.64
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031100,100 PROOF VODKA,260,Diageo Americas,39866,Smirnoff Vodka 100 Prf,12,750,8.75,13.13,1,13.13
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,205,E AND J GALLO WINERY,40186,New Amsterdam Orange,12,750,6.9,10.35,1,10.35
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,205,E AND J GALLO WINERY,40193,New Amsterdam Pineapple,12,750,6.9,10.35,1,10.35
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,205,E AND J GALLO WINERY,40297,New Amsterdam Citron,12,750,6.9,10.35,2,20.7
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,259,Heaven Hill Brands,40363,Burnett's Tropical Punch,12,750,4.18,6.6,1,6.6
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,205,E AND J GALLO WINERY,40594,New Amsterdam Peach,12,750,6.9,10.35,2,20.7
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41360,Uv Pink Lemonade Vodka,12,750,6.5,9.75,1,9.75
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41604,Uv Grape Vodka,12,750,6.5,9.75,1,9.75
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41653,Uv Citruv (citrus) Vodka,12,750,6.5,9.75,1,9.75
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41681,Uv Red (cherry) Vodka,6,1750,10.49,15.99,6,95.94
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41701,Uv Orange Vodka,12,750,6.5,9.75,2,19.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,6.5,9.75,2,19.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062100,JAMAICA RUM,260,Diageo Americas,42166,Myers's Rum Original Dark,12,750,10,15,1,15
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062310,SPICED RUM,259,Heaven Hill Brands,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,1,10.92
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43035,Bacardi Gold Rum Pet,12,750,8,12,2,24
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43051,Bacardi Dragon Berry,12,750,8.5,12.75,3,38.25
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062300,FLAVORED RUM,260,Diageo Americas,43237,Captain Morgan Parrot Bay Strawberry,12,750,7.49,11.24,1,11.24
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062310,SPICED RUM,260,Diageo Americas,43322,Captain Morgan 1671,12,750,9.99,14.99,1,14.99
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43388,Castillo Silver Rum,6,1750,8.33,12.5,6,75
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062300,FLAVORED RUM,260,Diageo Americas,43415,Captain Morgan Lime Bite,12,750,9,13.5,2,27
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062310,SPICED RUM,259,Heaven Hill Brands,43986,Admiral Nelson Cherry Spiced Rum,6,1750,11.55,17.33,2,34.66
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062310,SPICED RUM,65,Jim Beam Brands,44306,Calico Jack Spiced,12,750,5.78,8.67,2,17.34
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062300,FLAVORED RUM,65,Jim Beam Brands,44419,Cruzan Black Cherry Rum,12,750,6.83,10.25,1,10.25
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062310,SPICED RUM,434,Luxco-St Louis,44657,Lady Bligh Spiced Rum,12,1000,7.25,10.88,2,21.76
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062310,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45888,Sailor Jerry Spiced Navy Rum,6,1750,19.25,28.88,1,28.88
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,46350,Hawkeye Light Rum,6,1750,7.67,11.51,1,11.51
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,46351,Hawkeye Light Rum,12,1000,4.34,6.51,3,19.53
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.99,14.99,3,44.97
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52582,E & J Vsop Superior Reserve,12,750,7,10.5,2,21
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52593,E & J Vs Brandy,24,200,1.96,2.94,6,17.64
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,1.96,2.94,5,14.7
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53218,Paul Masson Grande Amber Brandy,6,1750,12,18,2,36
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1012200,SCOTCH WHISKIES,260,Diageo Americas,5347,Johnnie Walker Red Label Scotch,12,1000,17.5,26.25,2,52.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54056,Arrow Apricot Flav Brandy,12,750,5.38,8.07,2,16.14
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1051140,PEACH BRANDIES,434,Luxco-St Louis,56206,Paramount Peach Flavored Brandy,12,750,5.48,8.22,1,8.22
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,35,"Bacardi U.S.A., Inc.",56843,Bacardi Party Drinks Zombie,6,1750,6.98,10.47,1,10.47
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57120,Chi-Chi's Long Island Iced Tea,6,1750,6.5,9.75,1,9.75
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57129,Chi-Chi's Mexican Mudslide,6,1750,6.5,9.75,6,58.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,6.5,9.75,6,58.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57157,Chi-Chi's Pina Colada W/rum,6,1750,6.5,9.75,1,9.75
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57174,Chi-Chi's Skinny Margarita,6,1750,6.5,9.75,2,19.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.2,12.3,1,12.3
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,395,Proximo,58873,Jose Cuervo Authentic Watermelon Margarita,6,1750,8.2,12.3,2,24.6
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1071100,AMERICAN COCKTAILS,395,Proximo,58886,Jose Cuervo Light White Peach Margarita,6,1750,8.2,12.3,1,12.3
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1022100,TEQUILA,395,Proximo,64615,Jose Cuervo Cinge,12,750,10.58,15.87,3,47.61
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,65066,Goldschlager Cinnamon Schnapps,12,750,13,19.5,1,19.5
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,420,"Moet Hennessy USA, Inc.",65125,Grand Marnier Cordon Rouge,12,375,13.36,20.04,3,60.12
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1081200,CREAM LIQUEURS,300,Mccormick Distilling Company,65200,Tequila Rose Liqueur,12,750,8.49,12.74,2,25.48
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,6.52,9.78,24,234.72
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1081600,WHISKEY LIQUEUR,260,Diageo Americas,67266,Yukon Jack Canadian Liqueur,12,750,9.25,13.88,2,27.76
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69656,Dr. Mcgillicuddy's Mentholmint,12,750,8.67,13.01,1,13.01
2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,82,Scott,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69666,Dr. Mcgillicuddy's Vanilla,12,750,8.67,13.01,1,13.01
